order_id,customer_id,order_date,sales_channel,payment_method,order_status
ORD002648,CUST00209,2025-11-13,Mobile App,UPI,Completed
ORD002649,CUST00948,2024-04-12,Mobile App,COD,Completed
ORD002650,CUST00040,2025-12-04,Website,Wallet,Completed
ORD002651,CUST00797,2025-03-31,Website,Net Banking,Completed
ORD002652,CUST00832,2024-01-25,Mobile App,Credit Card,Completed
ORD002653,CUST00549,2026-04-17,Mobile App,UPI,Completed
ORD002654,CUST00170,2024-01-01,Mobile App,UPI,Cancelled
ORD002655,CUST01159,2026-03-14,Website,COD,Completed
ORD002656,CUST00856,2026-05-30,Mobile App,Net Banking,Completed
ORD002657,CUST00228,2024-11-23,Website,COD,Returned
ORD002658,CUST00711,2026-07-17,Marketplace,Debit Card,Completed
ORD002659,CUST00902,2024-09-22,Mobile App,Debit Card,Completed
ORD002660,CUST00090,2024-10-16,Marketplace,Credit Card,Completed
ORD002661,CUST00392,2025-12-22,Mobile App,Credit Card,Completed
ORD002662,CUST00725,2026-08-11,Mobile App,Debit Card,Completed
ORD002663,CUST00473,2024-01-29,Mobile App,Wallet,Completed
ORD002664,CUST00590,2025-02-06,Marketplace,Debit Card,Returned
ORD002665,CUST00025,2026-03-02,Website,COD,Completed
ORD002666,CUST00714,2024-10-11,Website,UPI,Completed
ORD002667,CUST01038,2024-02-16,Mobile App,COD,Completed
ORD002668,CUST01112,2024-03-14,Website,Debit Card,Completed
ORD002669,CUST00690,2024-08-14,Mobile App,Debit Card,Completed
ORD002670,CUST00736,2025-07-12,Website,Net Banking,Cancelled
ORD002671,CUST01162,2025-12-03,Website,UPI,Completed
ORD002672,CUST00122,2024-02-04,Website,Credit Card,Returned
ORD002673,CUST00040,2024-01-14,Website,Credit Card,Cancelled
ORD002674,CUST01122,2026-04-24,Website,Debit Card,Completed
ORD002675,CUST00539,2025-05-03,Website,Net Banking,Completed
ORD002676,CUST01026,2025-05-05,Website,Net Banking,Completed
ORD002677,CUST00397,2024-08-11,Mobile App,Credit Card,Completed
ORD002678,CUST00461,2025-01-18,Website,Credit Card,Completed
ORD002679,CUST00322,2026-02-15,Website,UPI,Completed
ORD002680,CUST00023,2024-12-22,Website,UPI,Completed
ORD002681,CUST00267,2024-09-18,Mobile App,UPI,Completed
ORD002682,CUST00522,2025-07-04,Website,UPI,Completed
ORD002683,CUST01173,2026-08-27,Mobile App,UPI,Completed
ORD002684,CUST00678,2024-11-11,Mobile App,UPI,Completed
ORD002685,CUST01171,2024-02-02,Website,COD,Completed
ORD002686,CUST00096,2025-11-24,Website,UPI,Completed
ORD002687,CUST01139,2025-07-07,Marketplace,Credit Card,Completed
ORD002688,CUST00239,2024-06-04,Website,Credit Card,Completed
ORD002689,CUST00014,2024-05-19,Website,Debit Card,Returned
ORD002690,CUST00935,2026-08-03,Website,COD,Completed
ORD002691,CUST01113,2026-03-19,Website,Wallet,Cancelled
ORD002692,CUST00351,2024-03-30,Mobile App,Debit Card,Completed
ORD002693,CUST00810,2024-06-20,Website,COD,Completed
ORD002694,CUST00367,2025-11-18,Mobile App,COD,Completed
ORD002695,CUST00725,2025-01-13,Mobile App,UPI,Completed
ORD002696,CUST00051,2025-04-19,Mobile App,UPI,Cancelled
ORD002697,CUST00187,2024-04-27,Mobile App,Wallet,Completed
ORD002698,CUST01128,2026-02-08,Website,UPI,Completed
ORD002699,CUST00203,2024-06-21,Mobile App,Debit Card,Completed
ORD002700,CUST00723,2024-03-10,Marketplace,Credit Card,Completed
ORD002701,CUST01002,2025-08-09,Mobile App,Net Banking,Completed
ORD002702,CUST00218,2025-03-20,Mobile App,Credit Card,Completed
ORD002703,CUST00681,2025-01-15,Mobile App,UPI,Completed
ORD002704,CUST01166,2024-11-16,Mobile App,Net Banking,Completed
ORD002705,CUST00193,2025-12-21,Website,Credit Card,Completed
ORD002706,CUST00696,2026-02-07,Marketplace,Credit Card,Completed
ORD002707,CUST00443,2025-12-17,Website,COD,Completed
ORD002708,CUST01042,2024-06-07,Marketplace,Credit Card,Completed
ORD002709,CUST00566,2025-06-05,Website,COD,Cancelled
ORD002710,CUST00197,2025-11-04,Marketplace,UPI,Completed
ORD002711,CUST00333,2025-05-03,Website,UPI,Completed
ORD002712,CUST01100,2024-10-28,Website,COD,Returned
ORD002713,CUST00319,2024-05-18,Website,UPI,Completed
ORD002714,CUST00433,2024-10-12,Mobile App,COD,Cancelled
ORD002715,CUST00225,2026-02-04,Website,COD,Returned
ORD002716,CUST00402,2025-08-14,Mobile App,Debit Card,Completed
ORD002717,CUST00027,2026-01-22,Website,Debit Card,Returned
ORD002718,CUST00306,2024-10-10,Website,UPI,Completed
ORD002719,CUST00736,2025-05-24,Mobile App,UPI,Cancelled
ORD002720,CUST00764,2024-09-06,Mobile App,UPI,Completed
ORD002721,CUST01031,2024-05-13,Website,Credit Card,Completed
ORD002722,CUST00811,2024-09-16,Website,Net Banking,Completed
ORD002723,CUST00473,2024-12-18,Marketplace,Credit Card,Completed
ORD002724,CUST01198,2025-02-11,Website,Debit Card,Completed
ORD002725,CUST00047,2024-03-13,Mobile App,COD,Completed
ORD002726,CUST00152,2025-11-30,Website,Credit Card,Completed
ORD002727,CUST00326,2026-05-31,Mobile App,COD,Completed
ORD002728,CUST00060,2026-08-24,Website,Wallet,Completed
ORD002729,CUST00566,2026-04-20,Website,Credit Card,Completed
ORD002730,CUST00167,2025-08-04,Mobile App,UPI,Completed
ORD002731,CUST00029,2025-05-13,Website,Credit Card,Completed
ORD002732,CUST00856,2025-01-12,Mobile App,COD,Completed
ORD002733,CUST00084,2026-02-10,Website,Net Banking,Cancelled
ORD002734,CUST01169,2024-03-27,Website,Credit Card,Completed
ORD002735,CUST01191,2024-11-06,Website,Net Banking,Completed
ORD002736,CUST00075,2025-11-02,Website,Credit Card,Returned
ORD002737,CUST00628,2025-12-02,Mobile App,UPI,Completed
ORD002738,CUST00705,2025-03-02,Website,Debit Card,Completed
ORD002739,CUST00389,2025-04-09,Website,UPI,Completed
ORD002740,CUST00241,2026-06-22,Website,COD,Completed
ORD002741,CUST00842,2026-03-15,Mobile App,COD,Completed
ORD002742,CUST01137,2026-08-21,Mobile App,UPI,Completed
ORD002743,CUST01055,2025-11-26,Mobile App,Debit Card,Returned
ORD002744,CUST01010,2025-06-30,Marketplace,Debit Card,Completed
ORD002745,CUST00835,2024-04-10,Website,UPI,Completed
ORD002746,CUST00174,2026-04-20,Mobile App,Debit Card,Completed
ORD002747,CUST00412,2024-08-13,Mobile App,Wallet,Cancelled
ORD002748,CUST00577,2026-01-07,Marketplace,COD,Completed
ORD002749,CUST00118,2025-01-09,Website,UPI,Completed
ORD002750,CUST00415,2026-08-30,Marketplace,UPI,Completed
ORD002751,CUST00162,2024-03-20,Mobile App,Credit Card,Completed
ORD002752,CUST00831,2025-05-26,Website,COD,Completed
ORD002753,CUST00957,2026-06-03,Mobile App,Credit Card,Completed
ORD002754,CUST00551,2025-11-22,Website,Wallet,Completed
ORD002755,CUST00550,2025-12-30,Mobile App,COD,Cancelled
ORD002756,CUST00409,2024-12-09,Website,UPI,Completed
ORD002757,CUST00555,2025-04-28,Website,COD,Completed
ORD002758,CUST00783,2025-05-29,Marketplace,UPI,Completed
ORD002759,CUST00260,2024-10-14,Website,Credit Card,Completed
ORD002760,CUST00017,2025-07-02,Mobile App,COD,Returned
ORD002761,CUST00628,2026-07-28,Website,Wallet,Completed
ORD002762,CUST00293,2025-02-12,Website,COD,Completed
ORD002763,CUST00619,2025-02-10,Mobile App,UPI,Completed
ORD002764,CUST00028,2024-09-02,Website,COD,Completed
ORD002765,CUST00244,2025-01-11,Website,Credit Card,Returned
ORD002766,CUST00108,2024-10-19,Marketplace,COD,Completed
ORD002767,CUST00401,2025-08-20,Website,COD,Returned
ORD002768,CUST00239,2026-04-16,Website,Credit Card,Completed
ORD002769,CUST00115,2026-01-05,Website,Credit Card,Completed
ORD002770,CUST00463,2025-04-13,Website,COD,Cancelled
ORD002771,CUST01094,2024-01-31,Mobile App,Net Banking,Completed
ORD002772,CUST00730,2025-06-27,Marketplace,UPI,Completed
ORD002773,CUST01125,2025-01-12,Website,COD,Completed
ORD002774,CUST00321,2024-11-21,Website,Wallet,Completed
ORD002775,CUST00361,2026-01-26,Website,COD,Completed
ORD002776,CUST00547,2024-09-22,Mobile App,Debit Card,Completed
ORD002777,CUST00231,2024-02-19,Website,Debit Card,Completed
ORD002778,CUST00052,2025-10-25,Mobile App,Credit Card,Completed
ORD002779,CUST00303,2026-01-29,Website,Credit Card,Completed
ORD002780,CUST00881,2025-08-14,Website,Credit Card,Completed
ORD002781,CUST00007,2025-04-24,Website,COD,Completed
ORD002782,CUST00732,2024-02-17,Mobile App,Wallet,Returned
ORD002783,CUST00051,2024-03-05,Marketplace,Credit Card,Completed
ORD002784,CUST00094,2025-11-05,Website,COD,Completed
ORD002785,CUST00365,2025-11-29,Mobile App,UPI,Completed
ORD002786,CUST00400,2025-04-19,Website,UPI,Completed
ORD002787,CUST00253,2025-08-10,Mobile App,UPI,Completed
ORD002788,CUST00178,2026-04-05,Website,UPI,Completed
ORD002789,CUST00406,2024-05-04,Website,Credit Card,Completed
ORD002790,CUST00801,2025-06-14,Website,Net Banking,Completed
ORD002791,CUST01179,2024-07-09,Mobile App,Wallet,Completed
ORD002792,CUST00262,2024-12-18,Mobile App,COD,Completed
ORD002793,CUST00437,2026-07-03,Marketplace,UPI,Completed
ORD002794,CUST00907,2025-12-10,Website,Debit Card,Cancelled
ORD002795,CUST00357,2025-09-09,Website,Credit Card,Completed
ORD002796,CUST00455,2025-12-11,Mobile App,UPI,Completed
ORD002797,CUST00179,2025-03-13,Website,COD,Completed
ORD002798,CUST00101,2024-04-03,Mobile App,Credit Card,Completed
ORD002799,CUST01020,2025-02-02,Mobile App,UPI,Completed
ORD002800,CUST00410,2024-06-11,Website,UPI,Completed
ORD002801,CUST00812,2024-06-08,Website,Debit Card,Returned
ORD002802,CUST00456,2025-07-20,Mobile App,Debit Card,Completed
ORD002803,CUST00184,2024-07-06,Marketplace,Credit Card,Completed
ORD002804,CUST00891,2025-10-07,Marketplace,Net Banking,Completed
ORD002805,CUST00825,2024-09-21,Website,Credit Card,Completed
ORD002806,CUST00298,2024-05-14,Website,COD,Completed
ORD002807,CUST00313,2025-12-08,Website,UPI,Completed
ORD002808,CUST00218,2024-01-18,Mobile App,Credit Card,Returned
ORD002809,CUST01148,2024-12-20,Marketplace,Wallet,Completed
ORD002810,CUST00378,2026-01-04,Website,COD,Completed
ORD002811,CUST00375,2025-01-21,Mobile App,Debit Card,Returned
ORD002812,CUST00762,2024-08-04,Mobile App,COD,Completed
ORD002813,CUST00981,2026-07-07,Mobile App,UPI,Completed
ORD002814,CUST01089,2024-04-27,Website,Credit Card,Completed
ORD002815,CUST00215,2024-10-09,Mobile App,UPI,Completed
ORD002816,CUST01145,2024-08-22,Marketplace,Net Banking,Completed
ORD002817,CUST00305,2024-11-27,Website,Debit Card,Completed
ORD002818,CUST00358,2025-01-29,Website,UPI,Completed
ORD002819,CUST00818,2025-11-10,Website,Wallet,Completed
ORD002820,CUST00791,2025-01-09,Website,Net Banking,Completed
ORD002821,CUST00741,2024-02-16,Website,Debit Card,Completed
ORD002822,CUST00138,2026-08-17,Website,Credit Card,Completed
ORD002823,CUST00159,2024-03-14,Mobile App,COD,Completed
ORD002824,CUST00557,2025-03-14,Website,COD,Completed
ORD002825,CUST00770,2026-01-08,Mobile App,UPI,Completed
ORD002826,CUST01018,2025-07-14,Website,UPI,Completed
ORD002827,CUST00281,2024-01-01,Website,UPI,Returned
ORD002828,CUST00031,2025-11-13,Website,COD,Completed
ORD002829,CUST00184,2024-05-19,Website,UPI,Completed
ORD002830,CUST00881,2024-09-06,Marketplace,Debit Card,Completed
ORD002831,CUST00930,2025-08-03,Website,Debit Card,Completed
ORD002832,CUST00152,2024-08-08,Website,Credit Card,Completed
ORD002833,CUST00380,2024-03-22,Website,Debit Card,Completed
ORD002834,CUST00943,2024-01-29,Marketplace,Net Banking,Returned
ORD002835,CUST00974,2025-07-01,Mobile App,Credit Card,Completed
ORD002836,CUST00426,2025-10-14,Marketplace,Net Banking,Cancelled
ORD002837,CUST00633,2025-12-16,Website,Debit Card,Completed
ORD002838,CUST00674,2025-01-26,Website,UPI,Completed
ORD002839,CUST01185,2026-01-12,Mobile App,UPI,Completed
ORD002840,CUST00325,2024-02-16,Website,UPI,Completed
ORD002841,CUST00715,2026-03-04,Website,Credit Card,Returned
ORD002842,CUST00935,2025-07-30,Mobile App,Credit Card,Completed
ORD002843,CUST00003,2024-02-21,Website,COD,Completed
ORD002844,CUST00634,2024-11-09,Mobile App,Net Banking,Completed
ORD002845,CUST01173,2024-10-31,Website,Credit Card,Completed
ORD002846,CUST00183,2026-08-21,Website,UPI,Cancelled
ORD002847,CUST00070,2025-03-12,Website,Credit Card,Completed
ORD002848,CUST00723,2024-09-07,Website,UPI,Completed
ORD002849,CUST00791,2025-08-25,Marketplace,Debit Card,Completed
ORD002850,CUST00904,2025-04-20,Website,COD,Completed
ORD002851,CUST00282,2025-01-01,Mobile App,Credit Card,Completed
ORD002852,CUST00760,2024-02-20,Mobile App,Net Banking,Completed
ORD002853,CUST00226,2024-12-24,Website,UPI,Completed
ORD002854,CUST00874,2024-07-30,Website,COD,Completed
ORD002855,CUST00594,2025-09-20,Marketplace,Debit Card,Completed
ORD002856,CUST00687,2025-08-06,Mobile App,Credit Card,Completed
ORD002857,CUST00891,2025-11-04,Website,COD,Completed
ORD002858,CUST00599,2026-06-14,Mobile App,Credit Card,Completed
ORD002859,CUST00626,2024-03-15,Mobile App,Credit Card,Cancelled
ORD002860,CUST00501,2025-08-26,Mobile App,UPI,Completed
ORD002861,CUST00530,2026-05-28,Website,Credit Card,Completed
ORD002862,CUST00553,2026-06-21,Mobile App,UPI,Completed
ORD002863,CUST01150,2025-11-23,Website,UPI,Completed
ORD002864,CUST00861,2025-05-27,Website,Net Banking,Completed
ORD002865,CUST01179,2024-08-11,Mobile App,Debit Card,Completed
ORD002866,CUST01194,2025-06-18,Mobile App,UPI,Completed
ORD002867,CUST00017,2024-04-16,Marketplace,Net Banking,Completed
ORD002868,CUST00355,2024-03-03,Website,Credit Card,Completed
ORD002869,CUST00618,2024-11-30,Mobile App,Credit Card,Completed
ORD002870,CUST00846,2025-10-07,Website,Credit Card,Completed
ORD002871,CUST00258,2026-05-29,Website,UPI,Completed
ORD002872,CUST00887,2025-08-03,Mobile App,Credit Card,Completed
ORD002873,CUST00458,2026-01-10,Mobile App,Wallet,Completed
ORD002874,CUST00729,2026-01-24,Website,Net Banking,Completed
ORD002875,CUST00946,2026-06-03,Website,Credit Card,Completed
ORD002876,CUST00803,2025-12-24,Website,Debit Card,Completed
ORD002877,CUST00966,2026-05-09,Marketplace,Debit Card,Completed
ORD002878,CUST00162,2026-04-05,Marketplace,Debit Card,Returned
ORD002879,CUST00739,2024-09-24,Mobile App,UPI,Completed
ORD002880,CUST00795,2025-02-10,Website,UPI,Returned
ORD002881,CUST00760,2025-07-17,Website,UPI,Cancelled
ORD002882,CUST00835,2024-07-14,Website,Debit Card,Completed
ORD002883,CUST00510,2026-05-28,Website,Credit Card,Completed
ORD002884,CUST00426,2025-02-20,Mobile App,UPI,Completed
ORD002885,CUST01187,2025-04-06,Website,Net Banking,Completed
ORD002886,CUST00812,2025-11-04,Mobile App,Debit Card,Completed
ORD002887,CUST00643,2025-07-19,Mobile App,COD,Completed
ORD002888,CUST00782,2024-10-14,Mobile App,COD,Completed
ORD002889,CUST00184,2026-04-04,Mobile App,COD,Completed
ORD002890,CUST00132,2024-10-19,Website,UPI,Completed
ORD002891,CUST00653,2024-07-31,Website,UPI,Completed
ORD002892,CUST00751,2026-05-04,Marketplace,UPI,Completed
ORD002893,CUST00575,2025-09-16,Website,Credit Card,Completed
ORD002894,CUST00327,2024-12-10,Website,UPI,Returned
ORD002895,CUST00479,2025-09-30,Website,UPI,Completed
ORD002896,CUST00221,2025-08-10,Website,COD,Completed
ORD002897,CUST00405,2024-08-12,Website,Credit Card,Completed
ORD002898,CUST00252,2025-12-09,Mobile App,Credit Card,Completed
ORD002899,CUST00022,2026-08-13,Website,Credit Card,Completed
ORD002900,CUST00712,2025-09-16,Mobile App,Credit Card,Cancelled
ORD002901,CUST00356,2024-02-28,Website,Credit Card,Completed
ORD002902,CUST00355,2026-08-22,Marketplace,Net Banking,Completed
ORD002903,CUST00999,2024-09-21,Website,UPI,Completed
ORD002904,CUST00270,2026-07-28,Website,Debit Card,Completed
ORD002905,CUST01191,2026-08-27,Mobile App,Wallet,Cancelled
ORD002906,CUST00187,2024-01-17,Website,UPI,Completed
ORD002907,CUST00272,2026-03-27,Website,COD,Completed
ORD002908,CUST00848,2026-04-13,Marketplace,UPI,Cancelled
ORD002909,CUST00209,2025-04-18,Mobile App,Credit Card,Completed
ORD002910,CUST00658,2025-05-22,Mobile App,Credit Card,Completed
ORD002911,CUST00375,2026-05-02,Marketplace,UPI,Completed
ORD002912,CUST00466,2025-07-08,Mobile App,COD,Completed
ORD002913,CUST00961,2025-11-24,Mobile App,Credit Card,Cancelled
ORD002914,CUST00369,2024-03-06,Website,Debit Card,Completed
ORD002915,CUST00703,2025-08-21,Website,Net Banking,Completed
ORD002916,CUST01039,2024-09-17,Mobile App,UPI,Completed
ORD002917,CUST00385,2024-09-12,Website,Net Banking,Completed
ORD002918,CUST00205,2024-07-09,Website,UPI,Completed
ORD002919,CUST00938,2025-06-27,Marketplace,UPI,Completed
ORD002920,CUST01133,2025-12-05,Website,COD,Completed
ORD002921,CUST00152,2025-11-16,Website,UPI,Completed
ORD002922,CUST00074,2024-10-25,Mobile App,COD,Completed
ORD002923,CUST00213,2024-12-26,Mobile App,Debit Card,Completed
ORD002924,CUST00365,2024-12-29,Mobile App,Net Banking,Cancelled
ORD002925,CUST01012,2024-04-22,Website,UPI,Cancelled
ORD002926,CUST00795,2026-08-26,Mobile App,UPI,Completed
ORD002927,CUST00335,2024-07-05,Website,Wallet,Completed
ORD002928,CUST00770,2024-04-25,Website,Debit Card,Completed
ORD002929,CUST00784,2024-09-23,Mobile App,UPI,Completed
ORD002930,CUST00004,2026-01-23,Mobile App,Wallet,Completed
ORD002931,CUST00603,2024-10-23,Website,COD,Completed
ORD002932,CUST01029,2024-11-08,Mobile App,Credit Card,Completed
ORD002933,CUST00678,2026-08-02,Website,Credit Card,Completed
ORD002934,CUST00767,2024-01-11,Mobile App,Credit Card,Completed
ORD002935,CUST00147,2024-12-23,Mobile App,COD,Completed
ORD002936,CUST00918,2025-11-29,Website,Debit Card,Cancelled
ORD002937,CUST00875,2025-02-10,Mobile App,UPI,Returned
ORD002938,CUST00649,2025-09-04,Website,UPI,Completed
ORD002939,CUST00972,2025-05-24,Website,UPI,Cancelled
ORD002940,CUST00315,2025-08-03,Website,UPI,Completed
ORD002941,CUST00172,2025-07-09,Website,Debit Card,Completed
ORD002942,CUST01173,2025-01-12,Mobile App,UPI,Completed
ORD002943,CUST00147,2024-04-29,Website,COD,Cancelled
ORD002944,CUST00448,2025-02-24,Website,Debit Card,Completed
ORD002945,CUST01192,2025-11-11,Website,Credit Card,Completed
ORD002946,CUST00316,2026-01-07,Mobile App,UPI,Completed
ORD002947,CUST00369,2024-10-30,Website,Credit Card,Completed
ORD002948,CUST01054,2024-09-22,Website,Debit Card,Completed
ORD002949,CUST00420,2024-07-18,Mobile App,UPI,Completed
ORD002950,CUST00083,2026-05-21,Website,Debit Card,Completed
ORD002951,CUST00322,2024-08-17,Website,Debit Card,Completed
ORD002952,CUST00194,2024-06-04,Marketplace,UPI,Completed
ORD002953,CUST00607,2026-02-06,Website,COD,Completed
ORD002954,CUST01103,2025-01-16,Website,Credit Card,Completed
ORD002955,CUST00823,2025-05-26,Website,UPI,Completed
ORD002956,CUST01088,2024-04-22,Website,Debit Card,Completed
ORD002957,CUST00626,2024-11-12,Mobile App,Wallet,Completed
ORD002958,CUST00796,2024-02-13,Website,COD,Cancelled
ORD002959,CUST00906,2025-05-24,Mobile App,Credit Card,Completed
ORD002960,CUST00671,2025-06-17,Mobile App,COD,Completed
ORD002961,CUST00818,2024-10-15,Mobile App,Net Banking,Completed
ORD002962,CUST00265,2025-03-21,Website,Debit Card,Completed
ORD002963,CUST00894,2024-05-24,Mobile App,UPI,Completed
ORD002964,CUST00626,2024-01-18,Mobile App,UPI,Completed
ORD002965,CUST01090,2024-09-16,Website,COD,Completed
ORD002966,CUST01047,2025-05-12,Marketplace,Debit Card,Cancelled
ORD002967,CUST00230,2026-06-05,Website,COD,Completed
ORD002968,CUST00833,2026-04-25,Mobile App,Debit Card,Completed
ORD002969,CUST01079,2025-08-12,Website,UPI,Completed
ORD002970,CUST01126,2024-04-23,Website,UPI,Completed
ORD002971,CUST00043,2025-02-23,Mobile App,Net Banking,Completed
ORD002972,CUST00012,2024-03-04,Website,UPI,Completed
ORD002973,CUST00397,2024-12-10,Mobile App,UPI,Completed
ORD002974,CUST00096,2024-11-25,Website,UPI,Completed
ORD002975,CUST00482,2025-06-26,Mobile App,UPI,Completed
ORD002976,CUST00332,2025-12-06,Marketplace,Wallet,Completed
ORD002977,CUST01157,2025-11-06,Mobile App,UPI,Completed
ORD002978,CUST00886,2025-06-30,Website,Credit Card,Completed
ORD002979,CUST00466,2024-09-06,Website,Debit Card,Cancelled
ORD002980,CUST01028,2026-06-22,Mobile App,Credit Card,Completed
ORD002981,CUST00440,2024-07-27,Mobile App,Credit Card,Completed
ORD002982,CUST00689,2025-06-01,Mobile App,COD,Returned
ORD002983,CUST00825,2026-07-23,Website,Credit Card,Completed
ORD002984,CUST00625,2025-07-19,Marketplace,UPI,Returned
ORD002985,CUST00318,2024-07-13,Mobile App,Wallet,Completed
ORD002986,CUST00313,2024-08-19,Website,Debit Card,Completed
ORD002987,CUST00716,2024-08-17,Mobile App,Credit Card,Completed
ORD002988,CUST00130,2026-05-26,Mobile App,Credit Card,Returned
ORD002989,CUST00041,2026-01-23,Website,COD,Completed
ORD002990,CUST00089,2024-04-07,Website,Debit Card,Completed
ORD002991,CUST00343,2025-08-18,Website,COD,Completed
ORD002992,CUST00546,2024-04-12,Website,UPI,Completed
ORD002993,CUST00911,2025-09-13,Marketplace,UPI,Cancelled
ORD002994,CUST00227,2025-12-12,Website,Debit Card,Completed
ORD002995,CUST00506,2025-06-30,Mobile App,Credit Card,Completed
ORD002996,CUST00035,2024-07-01,Marketplace,Wallet,Completed
ORD002997,CUST00772,2025-02-04,Website,COD,Completed
ORD002998,CUST00350,2025-01-28,Mobile App,Credit Card,Completed
ORD002999,CUST00663,2024-05-21,Website,Credit Card,Completed
ORD003000,CUST00333,2025-08-02,Website,UPI,Completed
ORD003001,CUST00019,2025-03-21,Mobile App,Net Banking,Cancelled
ORD003002,CUST00047,2025-08-16,Website,Debit Card,Completed
ORD003003,CUST00844,2025-09-24,Website,COD,Completed
ORD003004,CUST00897,2026-02-21,Mobile App,Credit Card,Completed
ORD003005,CUST01134,2024-01-04,Mobile App,Credit Card,Completed
ORD003006,CUST00523,2025-05-24,Mobile App,Net Banking,Completed
ORD003007,CUST00831,2024-10-18,Website,COD,Completed
ORD003008,CUST01033,2025-09-14,Mobile App,UPI,Completed
ORD003009,CUST00939,2024-10-22,Website,Debit Card,Completed
ORD003010,CUST01191,2026-01-20,Mobile App,Debit Card,Returned
ORD003011,CUST01197,2024-10-26,Mobile App,UPI,Completed
ORD003012,CUST00342,2026-03-22,Mobile App,Credit Card,Completed
ORD003013,CUST00670,2024-01-11,Marketplace,UPI,Cancelled
ORD003014,CUST00336,2024-02-02,Website,COD,Completed
ORD003015,CUST00594,2025-02-13,Mobile App,COD,Completed
ORD003016,CUST00367,2025-07-11,Website,Wallet,Completed
ORD003017,CUST00454,2024-04-16,Website,COD,Completed
ORD003018,CUST00085,2024-07-13,Website,Credit Card,Completed
ORD003019,CUST00486,2025-07-18,Mobile App,Net Banking,Completed
ORD003020,CUST00218,2026-05-25,Mobile App,Credit Card,Cancelled
ORD003021,CUST00306,2024-01-15,Marketplace,Credit Card,Completed
ORD003022,CUST00097,2024-01-14,Website,UPI,Completed
ORD003023,CUST00826,2025-02-03,Website,COD,Completed
ORD003024,CUST00417,2024-12-30,Website,COD,Completed
ORD003025,CUST00199,2024-10-26,Mobile App,Net Banking,Completed
ORD003026,CUST01109,2025-03-24,Mobile App,COD,Completed
ORD003027,CUST01167,2025-04-04,Website,Net Banking,Cancelled
ORD003028,CUST00040,2026-07-23,Mobile App,Debit Card,Completed
ORD003029,CUST00072,2026-06-18,Website,Debit Card,Completed
ORD003030,CUST00252,2025-01-16,Website,UPI,Completed
ORD003031,CUST00517,2026-08-30,Website,Debit Card,Completed
ORD003032,CUST00562,2025-05-10,Mobile App,COD,Completed
ORD003033,CUST00821,2026-08-09,Mobile App,Credit Card,Completed
ORD003034,CUST00774,2024-02-09,Website,Net Banking,Completed
ORD003035,CUST00705,2026-07-21,Mobile App,Credit Card,Completed
ORD003036,CUST00872,2024-11-18,Mobile App,UPI,Completed
ORD003037,CUST00017,2024-05-07,Website,UPI,Completed
ORD003038,CUST00604,2025-11-06,Website,UPI,Completed
ORD003039,CUST00797,2025-05-06,Website,Credit Card,Completed
ORD003040,CUST00457,2025-01-16,Mobile App,Credit Card,Completed
ORD003041,CUST00475,2026-04-23,Mobile App,Credit Card,Completed
ORD003042,CUST00281,2024-03-24,Website,Net Banking,Completed
ORD003043,CUST00116,2024-06-19,Website,UPI,Completed
ORD003044,CUST00188,2024-07-08,Marketplace,UPI,Completed
ORD003045,CUST00486,2025-04-28,Marketplace,Debit Card,Completed
ORD003046,CUST01014,2025-04-19,Website,Net Banking,Completed
ORD003047,CUST00505,2025-07-12,Mobile App,Debit Card,Completed
ORD003048,CUST01135,2024-11-24,Website,UPI,Completed
ORD003049,CUST00710,2024-06-23,Website,Wallet,Completed
ORD003050,CUST01029,2024-04-28,Website,Credit Card,Completed
ORD003051,CUST00113,2024-03-09,Website,UPI,Completed
ORD003052,CUST00744,2024-02-18,Website,UPI,Completed
ORD003053,CUST00552,2024-11-10,Website,Net Banking,Completed
ORD003054,CUST00290,2024-12-31,Website,COD,Completed
ORD003055,CUST00606,2026-05-23,Website,Wallet,Completed
ORD003056,CUST01190,2024-12-30,Website,Wallet,Completed
ORD003057,CUST00533,2024-07-23,Website,COD,Completed
ORD003058,CUST00474,2024-12-07,Website,Debit Card,Completed
ORD003059,CUST01086,2024-05-07,Website,UPI,Completed
ORD003060,CUST00412,2025-12-05,Website,Debit Card,Cancelled
ORD003061,CUST00875,2024-07-05,Marketplace,Credit Card,Completed
ORD003062,CUST00359,2026-06-29,Mobile App,Debit Card,Completed
ORD003063,CUST00983,2024-06-27,Mobile App,UPI,Completed
ORD003064,CUST00891,2025-07-22,Website,Net Banking,Completed
ORD003065,CUST00912,2024-05-05,Mobile App,Credit Card,Completed
ORD003066,CUST00671,2024-08-05,Mobile App,Credit Card,Completed
ORD003067,CUST00103,2025-06-08,Website,Debit Card,Completed
ORD003068,CUST00980,2025-03-11,Website,UPI,Completed
ORD003069,CUST00982,2024-03-30,Website,Credit Card,Completed
ORD003070,CUST00815,2026-04-08,Mobile App,UPI,Completed
ORD003071,CUST00812,2024-08-02,Website,Debit Card,Completed
ORD003072,CUST00881,2025-01-20,Website,COD,Completed
ORD003073,CUST01178,2025-08-24,Mobile App,UPI,Completed
ORD003074,CUST01091,2024-02-19,Mobile App,Credit Card,Completed
ORD003075,CUST01089,2024-01-18,Marketplace,Wallet,Completed
ORD003076,CUST00336,2024-12-14,Website,UPI,Completed
ORD003077,CUST01070,2025-11-10,Website,Credit Card,Completed
ORD003078,CUST00568,2025-02-03,Mobile App,Credit Card,Completed
