order_id,payment_method,payment_status,transaction_date,order_amount
ORD002597,Debit Card,Paid,2024-01-17,31271.94
ORD002598,UPI,Paid,2026-08-25,6614.99
ORD002599,Credit Card,Paid,2025-04-17,46004
ORD002600,Net Banking,Paid,2025-04-16,17360.55
ORD002601,Debit Card,Paid,2024-05-22,9742.59
ORD002602,Wallet,Paid,2024-04-08,25612.34
ORD002603,Debit Card,Paid,2024-10-15,1261.68
ORD002604,UPI,Paid,2025-03-22,19408.94
ORD002605,Credit Card,Paid,2024-12-08,16299.93
ORD002606,Credit Card,Paid,2026-06-22,22441.52
ORD002607,Credit Card,Paid,2024-04-18,19004.01
ORD002608,Net Banking,Paid,2026-05-05,41312.47
ORD002609,Wallet,Paid,2026-05-16,46090.92
ORD002610,UPI,Paid,2026-05-01,43438.58
ORD002611,Net Banking,Paid,2024-03-06,30635.72
ORD002612,UPI,Paid,2024-10-08,24473.77
ORD002613,Credit Card,Paid,2026-05-17,39452.27
ORD002614,COD,Paid,2025-09-17,26154.99
ORD002615,Debit Card,Paid,2024-02-29,42855.21
ORD002616,UPI,Paid,2025-06-13,9010.16
ORD002617,UPI,Paid,2024-04-02,31450.9
ORD002618,UPI,Paid,2025-07-10,824.91
ORD002619,Net Banking,Paid,2026-08-24,17896.11
ORD002620,UPI,Paid,2024-04-28,29759.47
ORD002621,Debit Card,Paid,2025-04-19,13324.22
ORD002622,UPI,Paid,2025-03-14,34554.63
ORD002623,Debit Card,Paid,2026-08-28,7561.47
ORD002624,Credit Card,Refunded,2024-02-03,14785.97
ORD002625,UPI,Paid,2024-01-16,29399.97
ORD002626,Debit Card,Paid,2025-11-01,49098.16
ORD002627,UPI,Paid,2025-12-30,17796.63
ORD002628,Credit Card,Paid,2026-03-28,11724.87
ORD002629,Debit Card,Refunded,2024-08-06,29207.65
ORD002630,Net Banking,Paid,2025-04-28,5126.52
ORD002631,COD,Paid,2026-03-23,20572.96
ORD002632,COD,Paid,2024-11-15,47510.63
ORD002633,UPI,Paid,2024-03-13,17831.1
ORD002634,UPI,Paid,2025-07-29,36955.29
ORD002635,Wallet,Paid,2024-10-30,25557.73
ORD002636,COD,Paid,2025-03-24,39238.89
ORD002637,UPI,Paid,2026-06-12,44177.67
ORD002638,Credit Card,Paid,2025-07-12,10693.9
ORD002639,COD,Failed,2025-07-15,41024.85
ORD002640,Debit Card,Paid,2026-08-12,10976.82
ORD002641,COD,Paid,2024-11-21,10243.31
ORD002642,UPI,Paid,2026-05-21,9728.91
ORD002643,Credit Card,Paid,2024-12-08,835.06
ORD002644,Debit Card,Paid,2024-02-22,49273.47
ORD002645,Debit Card,Paid,2025-01-07,2330.9
ORD002646,Credit Card,Paid,2024-01-10,45204.41
ORD002647,Net Banking,Paid,2024-04-19,3654.34
ORD002648,UPI,Paid,2025-11-13,48860.7
ORD002649,COD,Paid,2024-04-12,45524.32
ORD002650,Wallet,Paid,2025-12-04,17241.7
ORD002651,Net Banking,Paid,2025-03-31,44783.87
ORD002652,Credit Card,Paid,2024-01-26,42568.9
ORD002653,UPI,Paid,2026-04-17,13871.01
ORD002654,UPI,Paid,2024-01-02,8736.31
ORD002655,COD,Paid,2026-03-14,35224.52
ORD002656,Net Banking,Paid,2026-05-31,34566.44
ORD002657,COD,Paid,2024-11-24,35617.27
ORD002658,Debit Card,Paid,2026-07-18,37302.57
ORD002659,Debit Card,Paid,2024-09-23,10557.19
ORD002660,Credit Card,Paid,2024-10-17,10210.08
ORD002661,Credit Card,Paid,2025-12-22,1117.26
ORD002662,Debit Card,Paid,2026-08-12,10467.37
ORD002663,Wallet,Paid,2024-01-29,39785.58
ORD002664,Debit Card,Paid,2025-02-07,46632.78
ORD002665,COD,Paid,2026-03-02,18755.86
ORD002666,UPI,Paid,2024-10-11,49133.51
ORD002667,COD,Paid,2024-02-17,33076.2
ORD002668,Debit Card,Paid,2024-03-14,43847.91
ORD002669,Debit Card,Paid,2024-08-15,1502.64
ORD002670,Net Banking,Paid,2025-07-13,44261.12
ORD002671,UPI,Paid,2025-12-04,36300.87
ORD002672,Credit Card,Paid,2024-02-05,6192.47
ORD002673,Credit Card,Refunded,2024-01-14,40586.15
ORD002674,Debit Card,Paid,2026-04-25,48395.03
ORD002675,Net Banking,Paid,2025-05-04,16135.18
ORD002676,Net Banking,Paid,2025-05-06,27573.49
ORD002677,Credit Card,Paid,2024-08-12,18762.67
ORD002678,Credit Card,Paid,2025-01-19,24098.91
ORD002679,UPI,Paid,2026-02-15,704
ORD002680,UPI,Paid,2024-12-23,38162.83
ORD002681,UPI,Paid,2024-09-19,33318.33
ORD002682,UPI,Paid,2025-07-04,36149.09
ORD002683,UPI,Paid,2026-08-27,7178.81
ORD002684,UPI,Paid,2024-11-11,31345.62
ORD002685,COD,Paid,2024-02-02,7880.35
ORD002686,UPI,Paid,2025-11-25,4391.85
ORD002687,Credit Card,Paid,2025-07-07,25795.16
ORD002688,Credit Card,Paid,2024-06-05,29795.29
ORD002689,Debit Card,Paid,2024-05-19,23804.08
ORD002690,COD,Paid,2026-08-03,41405.35
ORD002691,Wallet,Paid,2026-03-20,14805.98
ORD002692,Debit Card,Failed,2024-03-31,26772.47
ORD002693,COD,Failed,2024-06-21,38280.46
ORD002694,COD,Failed,2025-11-19,25825.3
ORD002695,UPI,Paid,2025-01-14,6292.16
ORD002696,UPI,Paid,2025-04-20,32880.97
ORD002697,Wallet,Refunded,2024-04-27,10138.56
ORD002698,UPI,Paid,2026-02-09,22730.13
ORD002699,Debit Card,Refunded,2024-06-21,35574.97
ORD002700,Credit Card,Paid,2024-03-11,28608.77
ORD002701,Net Banking,Paid,2025-08-10,42986.12
ORD002702,Credit Card,Paid,2025-03-20,4727.88
ORD002703,UPI,Paid,2025-01-16,8396.73
ORD002704,Net Banking,Paid,2024-11-17,13342.51
ORD002705,Credit Card,Paid,2025-12-22,7306.55
ORD002706,Credit Card,Paid,2026-02-08,11414.23
ORD002707,COD,Paid,2025-12-18,48011.61
ORD002708,Credit Card,Paid,2024-06-07,21668.52
ORD002709,COD,Paid,2025-06-05,39874.71
ORD002710,UPI,Paid,2025-11-04,37200.79
ORD002711,UPI,Paid,2025-05-04,41433.65
ORD002712,COD,Paid,2024-10-28,3620.13
ORD002713,UPI,Paid,2024-05-19,18917.83
ORD002714,COD,Refunded,2024-10-12,16302.4
ORD002715,COD,Paid,2026-02-05,46113.29
ORD002716,Debit Card,Paid,2025-08-15,31280.65
ORD002717,Debit Card,Paid,2026-01-23,26643.06
ORD002718,UPI,Paid,2024-10-11,10036.46
ORD002719,UPI,Paid,2025-05-25,39635.9
ORD002720,UPI,Paid,2024-09-06,4973.39
ORD002721,Credit Card,Paid,2024-05-13,19086.1
ORD002722,Net Banking,Paid,2024-09-16,8282.45
ORD002723,Credit Card,Paid,2024-12-18,21688.73
ORD002724,Debit Card,Paid,2025-02-11,42329.39
ORD002725,COD,Paid,2024-03-14,990.4
ORD002726,Credit Card,Paid,2025-11-30,33409.56
ORD002727,COD,Paid,2026-06-01,31360.01
ORD002728,Wallet,Paid,2026-08-25,46302.33
ORD002729,Credit Card,Paid,2026-04-21,26791.99
ORD002730,UPI,Paid,2025-08-04,6907.81
ORD002731,Credit Card,Paid,2025-05-13,10312.09
ORD002732,COD,Paid,2025-01-12,31234.78
ORD002733,Net Banking,Paid,2026-02-10,45498.81
ORD002734,Credit Card,Paid,2024-03-28,44368.74
ORD002735,Net Banking,Paid,2024-11-06,10351.41
ORD002736,Credit Card,Paid,2025-11-03,37830.46
ORD002737,UPI,Paid,2025-12-02,24187.84
ORD002738,Debit Card,Paid,2025-03-03,49350.78
ORD002739,UPI,Paid,2025-04-10,11060.07
ORD002740,COD,Paid,2026-06-22,29302.61
ORD002741,COD,Paid,2026-03-15,48848.15
ORD002742,UPI,Paid,2026-08-22,15161.54
ORD002743,Debit Card,Paid,2025-11-27,5910.45
ORD002744,Debit Card,Paid,2025-06-30,33620.17
ORD002745,UPI,Paid,2024-04-11,40998.84
ORD002746,Debit Card,Paid,2026-04-20,10257.09
ORD002747,Wallet,Paid,2024-08-13,12540.34
ORD002748,COD,Paid,2026-01-07,33364.47
ORD002749,UPI,Paid,2025-01-10,15808.11
ORD002750,UPI,Paid,2026-08-31,8947.43
ORD002751,Credit Card,Paid,2024-03-20,44133.96
ORD002752,COD,Refunded,2025-05-27,49395.39
ORD002753,Credit Card,Paid,2026-06-03,18183.24
ORD002754,Wallet,Paid,2025-11-23,9207.82
ORD002755,COD,Paid,2025-12-30,15592.37
ORD002756,UPI,Paid,2024-12-09,2168.34
ORD002757,COD,Paid,2025-04-28,33370.9
ORD002758,UPI,Paid,2025-05-29,16203.89
ORD002759,Credit Card,Paid,2024-10-15,36840.85
ORD002760,COD,Paid,2025-07-03,20242.53
ORD002761,Wallet,Paid,2026-07-29,28081.72
ORD002762,COD,Paid,2025-02-12,7083.28
ORD002763,UPI,Paid,2025-02-11,49872.76
ORD002764,COD,Paid,2024-09-02,24960.99
ORD002765,Credit Card,Paid,2025-01-12,22256.6
ORD002766,COD,Paid,2024-10-20,9877.22
ORD002767,COD,Paid,2025-08-20,40533.64
ORD002768,Credit Card,Paid,2026-04-17,44295.34
ORD002769,Credit Card,Refunded,2026-01-06,38695.38
ORD002770,COD,Paid,2025-04-14,11224.62
ORD002771,Net Banking,Refunded,2024-02-01,23853.56
ORD002772,UPI,Paid,2025-06-28,31912.93
ORD002773,COD,Failed,2025-01-13,5610.29
ORD002774,Wallet,Paid,2024-11-22,27388.51
ORD002775,COD,Paid,2026-01-27,38089.31
ORD002776,Debit Card,Paid,2024-09-22,11572.69
ORD002777,Debit Card,Paid,2024-02-20,18538.27
ORD002778,Credit Card,Paid,2025-10-26,45799.89
ORD002779,Credit Card,Paid,2026-01-30,18400.96
ORD002780,Credit Card,Paid,2025-08-14,37985.54
ORD002781,COD,Paid,2025-04-24,34628.14
ORD002782,Wallet,Paid,2024-02-18,14249.14
ORD002783,Credit Card,Paid,2024-03-05,1082.1
ORD002784,COD,Paid,2025-11-05,36148.08
ORD002785,UPI,Paid,2025-11-30,46252.58
ORD002786,UPI,Paid,2025-04-20,18633.29
ORD002787,UPI,Paid,2025-08-10,24253.88
ORD002788,UPI,Paid,2026-04-06,47869.63
ORD002789,Credit Card,Paid,2024-05-05,27657.65
ORD002790,Net Banking,Paid,2025-06-14,15215.58
ORD002791,Wallet,Paid,2024-07-10,48500.67
ORD002792,COD,Paid,2024-12-19,26344.65
ORD002793,UPI,Paid,2026-07-04,42132.19
ORD002794,Debit Card,Paid,2025-12-10,37648.54
ORD002795,Credit Card,Paid,2025-09-09,7890.47
ORD002796,UPI,Paid,2025-12-12,9116.35
ORD002797,COD,Paid,2025-03-14,39559.45
ORD002798,Credit Card,Paid,2024-04-04,38168.26
ORD002799,UPI,Paid,2025-02-02,41527.23
ORD002800,UPI,Paid,2024-06-12,22088.57
ORD002801,Debit Card,Paid,2024-06-09,36392.61
ORD002802,Debit Card,Paid,2025-07-21,41378.95
ORD002803,Credit Card,Paid,2024-07-06,1340.87
ORD002804,Net Banking,Paid,2025-10-07,24186.38
ORD002805,Credit Card,Paid,2024-09-22,40112.29
ORD002806,COD,Paid,2024-05-14,27359.03
ORD002807,UPI,Paid,2025-12-08,19233.64
ORD002808,Credit Card,Failed,2024-01-18,12033.6
ORD002809,Wallet,Paid,2024-12-21,41873.81
ORD002810,COD,Paid,2026-01-05,13361.03
ORD002811,Debit Card,Paid,2025-01-22,8986.15
ORD002812,COD,Paid,2024-08-04,45102.18
ORD002813,UPI,Paid,2026-07-08,36547.37
ORD002814,Credit Card,Paid,2024-04-27,10641.9
ORD002815,UPI,Paid,2024-10-09,2305.04
ORD002816,Net Banking,Paid,2024-08-23,23577
ORD002817,Debit Card,Paid,2024-11-28,5359.45
ORD002818,UPI,Paid,2025-01-29,7913.29
ORD002819,Wallet,Paid,2025-11-10,15741.03
ORD002820,Net Banking,Paid,2025-01-09,10366.01
ORD002821,Debit Card,Paid,2024-02-16,41507.56
ORD002822,Credit Card,Paid,2026-08-18,19924.71
ORD002823,COD,Paid,2024-03-14,18809.37
ORD002824,COD,Paid,2025-03-14,42087.27
ORD002825,UPI,Paid,2026-01-08,16880.56
ORD002826,UPI,Paid,2025-07-15,44618.99
ORD002827,UPI,Paid,2024-01-01,30753.73
ORD002828,COD,Paid,2025-11-13,48066.43
ORD002829,UPI,Paid,2024-05-20,43067.98
ORD002830,Debit Card,Paid,2024-09-06,48326.54
ORD002831,Debit Card,Paid,2025-08-03,6394.29
ORD002832,Credit Card,Refunded,2024-08-08,12237.15
ORD002833,Debit Card,Paid,2024-03-23,42329.35
ORD002834,Net Banking,Failed,2024-01-30,11954.53
ORD002835,Credit Card,Paid,2025-07-02,33779.53
ORD002836,Net Banking,Paid,2025-10-14,22661.5
ORD002837,Debit Card,Paid,2025-12-17,27394.64
ORD002838,UPI,Paid,2025-01-26,39271.44
ORD002839,UPI,Paid,2026-01-12,16690.36
ORD002840,UPI,Paid,2024-02-17,14629.63
ORD002841,Credit Card,Paid,2026-03-04,45322.93
ORD002842,Credit Card,Paid,2025-07-31,5038.63
ORD002843,COD,Paid,2024-02-22,25905.32
ORD002844,Net Banking,Paid,2024-11-09,44091.4
ORD002845,Credit Card,Paid,2024-10-31,17340.6
ORD002846,UPI,Paid,2026-08-21,7649.38
ORD002847,Credit Card,Paid,2025-03-12,37900.65
ORD002848,UPI,Paid,2024-09-07,26350.89
ORD002849,Debit Card,Paid,2025-08-26,3445
ORD002850,COD,Paid,2025-04-20,24863.61
ORD002851,Credit Card,Paid,2025-01-01,34190.81
ORD002852,Net Banking,Paid,2024-02-20,14293.33
ORD002853,UPI,Paid,2024-12-24,37515.47
ORD002854,COD,Paid,2024-07-31,33217.48
ORD002855,Debit Card,Paid,2025-09-21,16374.01
ORD002856,Credit Card,Paid,2025-08-06,11155.26
ORD002857,COD,Paid,2025-11-05,16851.17
ORD002858,Credit Card,Paid,2026-06-14,49974.07
ORD002859,Credit Card,Paid,2024-03-16,47106
ORD002860,UPI,Paid,2025-08-27,18390.84
ORD002861,Credit Card,Paid,2026-05-29,15431.36
ORD002862,UPI,Paid,2026-06-22,28003.09
ORD002863,UPI,Paid,2025-11-24,40664.52
ORD002864,Net Banking,Paid,2025-05-27,5279.24
ORD002865,Debit Card,Paid,2024-08-11,19670.79
ORD002866,UPI,Paid,2025-06-18,47146.37
ORD002867,Net Banking,Paid,2024-04-17,45751.58
ORD002868,Credit Card,Paid,2024-03-03,39230.46
ORD002869,Credit Card,Paid,2024-11-30,11766.55
ORD002870,Credit Card,Paid,2025-10-08,30917.79
ORD002871,UPI,Paid,2026-05-30,8757.9
ORD002872,Credit Card,Paid,2025-08-03,27339.64
ORD002873,Wallet,Paid,2026-01-10,41711.83
ORD002874,Net Banking,Paid,2026-01-25,17837.49
ORD002875,Credit Card,Paid,2026-06-04,24433.75
ORD002876,Debit Card,Paid,2025-12-25,36470.66
ORD002877,Debit Card,Paid,2026-05-10,32541.75
ORD002878,Debit Card,Paid,2026-04-06,2844.34
ORD002879,UPI,Paid,2024-09-25,4112.15
ORD002880,UPI,Paid,2025-02-11,17136.39
ORD002881,UPI,Paid,2025-07-18,23533.65
ORD002882,Debit Card,Paid,2024-07-14,31590.63
ORD002883,Credit Card,Failed,2026-05-29,16273.56
ORD002884,UPI,Paid,2025-02-20,13362.81
ORD002885,Net Banking,Paid,2025-04-07,46620.36
ORD002886,Debit Card,Paid,2025-11-05,49952.25
ORD002887,COD,Paid,2025-07-19,10727
ORD002888,COD,Paid,2024-10-14,26531.35
ORD002889,COD,Paid,2026-04-04,20948.87
ORD002890,UPI,Paid,2024-10-20,2451.45
ORD002891,UPI,Paid,2024-07-31,16974.32
ORD002892,UPI,Paid,2026-05-04,26834.02
ORD002893,Credit Card,Paid,2025-09-17,25862.48
ORD002894,UPI,Refunded,2024-12-10,41848.37
ORD002895,UPI,Paid,2025-09-30,34684.72
ORD002896,COD,Paid,2025-08-11,12529.44
ORD002897,Credit Card,Paid,2024-08-13,24044.92
ORD002898,Credit Card,Paid,2025-12-09,41179.45
ORD002899,Credit Card,Paid,2026-08-13,20724.78
ORD002900,Credit Card,Paid,2025-09-17,38512.67
ORD002901,Credit Card,Paid,2024-02-29,15715.52
ORD002902,Net Banking,Paid,2026-08-22,26577.05
ORD002903,UPI,Paid,2024-09-21,34710.89
ORD002904,Debit Card,Paid,2026-07-29,31440.03
ORD002905,Wallet,Paid,2026-08-27,9198.01
ORD002906,UPI,Paid,2024-01-18,17135.83
ORD002907,COD,Paid,2026-03-28,10400.21
ORD002908,UPI,Paid,2026-04-13,32516.15
ORD002909,Credit Card,Paid,2025-04-18,18743.69
ORD002910,Credit Card,Paid,2025-05-23,5888.91
ORD002911,UPI,Paid,2026-05-03,37393.47
ORD002912,COD,Paid,2025-07-08,38956.31
ORD002913,Credit Card,Paid,2025-11-24,35125.95
ORD002914,Debit Card,Paid,2024-03-07,23789.63
ORD002915,Net Banking,Paid,2025-08-22,43226.99
ORD002916,UPI,Paid,2024-09-18,890.94
ORD002917,Net Banking,Paid,2024-09-13,26547.48
ORD002918,UPI,Paid,2024-07-09,40658.83
ORD002919,UPI,Paid,2025-06-28,37004.21
ORD002920,COD,Paid,2025-12-05,23796.17
ORD002921,UPI,Paid,2025-11-16,25564.34
ORD002922,COD,Paid,2024-10-26,46478.26
ORD002923,Debit Card,Paid,2024-12-27,32368.44
ORD002924,Net Banking,Paid,2024-12-29,2134.24
ORD002925,UPI,Failed,2024-04-23,8026.01
ORD002926,UPI,Paid,2026-08-27,888.18
ORD002927,Wallet,Paid,2024-07-05,39948.04
ORD002928,Debit Card,Paid,2024-04-26,14393.82
ORD002929,UPI,Paid,2024-09-24,35319.49
ORD002930,Wallet,Paid,2026-01-23,7497.67
ORD002931,COD,Paid,2024-10-24,1785.22
ORD002932,Credit Card,Paid,2024-11-08,8024.55
ORD002933,Credit Card,Paid,2026-08-03,23752.61
ORD002934,Credit Card,Paid,2024-01-12,32127.04
ORD002935,COD,Paid,2024-12-24,25971.89
ORD002936,Debit Card,Paid,2025-11-30,32519.04
ORD002937,UPI,Refunded,2025-02-11,19091.56
ORD002938,UPI,Paid,2025-09-05,45950.11
ORD002939,UPI,Paid,2025-05-24,1308.93
ORD002940,UPI,Paid,2025-08-04,4985.79
ORD002941,Debit Card,Paid,2025-07-10,26320.24
ORD002942,UPI,Paid,2025-01-13,5315.4
ORD002943,COD,Paid,2024-04-30,12856.71
ORD002944,Debit Card,Paid,2025-02-25,41701.97
ORD002945,Credit Card,Paid,2025-11-12,49609.09
ORD002946,UPI,Paid,2026-01-08,32414.18
ORD002947,Credit Card,Refunded,2024-10-30,34906.24
ORD002948,Debit Card,Paid,2024-09-23,45587.01
ORD002949,UPI,Paid,2024-07-19,9328.71
ORD002950,Debit Card,Paid,2026-05-21,29865.56
ORD002951,Debit Card,Paid,2024-08-17,26901.12
ORD002952,UPI,Paid,2024-06-05,6476.78
ORD002953,COD,Paid,2026-02-07,49394.5
ORD002954,Credit Card,Paid,2025-01-17,29237.31
ORD002955,UPI,Paid,2025-05-27,38252.33
ORD002956,Debit Card,Paid,2024-04-22,29328.69
ORD002957,Wallet,Paid,2024-11-13,11230.84
ORD002958,COD,Paid,2024-02-14,7925.95
ORD002959,Credit Card,Paid,2025-05-25,32167.87
ORD002960,COD,Paid,2025-06-17,26820.6
ORD002961,Net Banking,Paid,2024-10-16,5271.88
ORD002962,Debit Card,Paid,2025-03-21,40576.94
ORD002963,UPI,Paid,2024-05-25,12646.98
ORD002964,UPI,Paid,2024-01-19,26731.7
ORD002965,COD,Refunded,2024-09-16,35015.61
ORD002966,Debit Card,Paid,2025-05-13,30580.34
ORD002967,COD,Paid,2026-06-05,4000.89
ORD002968,Debit Card,Paid,2026-04-25,23744.73
ORD002969,UPI,Paid,2025-08-12,6695.67
ORD002970,UPI,Paid,2024-04-24,30547.91
ORD002971,Net Banking,Paid,2025-02-23,30685.02
ORD002972,UPI,Paid,2024-03-04,42598.95
ORD002973,UPI,Paid,2024-12-11,17125.83
ORD002974,UPI,Paid,2024-11-26,24716.09
ORD002975,UPI,Refunded,2025-06-27,49947.27
ORD002976,Wallet,Paid,2025-12-06,41647.1
ORD002977,UPI,Paid,2025-11-06,10200.91
ORD002978,Credit Card,Paid,2025-06-30,32779.24
ORD002979,Debit Card,Paid,2024-09-07,23849.87
ORD002980,Credit Card,Paid,2026-06-23,9299.24
ORD002981,Credit Card,Paid,2024-07-27,21749.34
ORD002982,COD,Paid,2025-06-02,46593.63
ORD002983,Credit Card,Paid,2026-07-24,32729.23
ORD002984,UPI,Paid,2025-07-20,22627.39
ORD002985,Wallet,Failed,2024-07-14,5594.96
ORD002986,Debit Card,Paid,2024-08-20,45463.8
ORD002987,Credit Card,Paid,2024-08-18,48582.43
ORD002988,Credit Card,Paid,2026-05-27,19167.56
ORD002989,COD,Paid,2026-01-24,16609.49
ORD002990,Debit Card,Paid,2024-04-07,6832.52
ORD002991,COD,Paid,2025-08-18,18541.19
ORD002992,UPI,Paid,2024-04-12,41591.56
ORD002993,UPI,Paid,2025-09-13,42248.99
ORD002994,Debit Card,Paid,2025-12-12,35442.8
ORD002995,Credit Card,Paid,2025-07-01,1704.99
ORD002996,Wallet,Paid,2024-07-02,10284.12
ORD002997,COD,Paid,2025-02-05,4948.95
ORD002998,Credit Card,Failed,2025-01-29,26150.52
ORD002999,Credit Card,Paid,2024-05-21,49602.21
ORD003000,UPI,Paid,2025-08-02,45431.98
ORD003001,Net Banking,Paid,2025-03-21,20310.78
ORD003002,Debit Card,Paid,2025-08-16,17567.61
ORD003003,COD,Paid,2025-09-24,2918.81
ORD003004,Credit Card,Paid,2026-02-21,9043.64
ORD003005,Credit Card,Paid,2024-01-04,2530.49
ORD003006,Net Banking,Paid,2025-05-24,6463.55
ORD003007,COD,Paid,2024-10-18,17380.65
ORD003008,UPI,Paid,2025-09-15,26127.37
ORD003009,Debit Card,Paid,2024-10-23,29337.77
ORD003010,Debit Card,Paid,2026-01-21,15331.1
ORD003011,UPI,Paid,2024-10-26,46104.82
ORD003012,Credit Card,Paid,2026-03-22,28421.76
ORD003013,UPI,Paid,2024-01-12,11671.74
ORD003014,COD,Paid,2024-02-03,43223.5
ORD003015,COD,Paid,2025-02-14,16361.62
ORD003016,Wallet,Paid,2025-07-11,45177.45
ORD003017,COD,Paid,2024-04-16,21737.86
ORD003018,Credit Card,Paid,2024-07-13,15640.35
ORD003019,Net Banking,Paid,2025-07-19,34267.85
ORD003020,Credit Card,Paid,2026-05-26,37208.7
ORD003021,Credit Card,Paid,2024-01-16,44812.59
ORD003022,UPI,Paid,2024-01-14,27997.09
ORD003023,COD,Paid,2025-02-03,26905.63
ORD003024,COD,Paid,2024-12-31,36094.8
ORD003025,Net Banking,Paid,2024-10-26,47882.69
ORD003026,COD,Paid,2025-03-24,39466.59
ORD003027,Net Banking,Paid,2025-04-04,41244.33
ORD003028,Debit Card,Paid,2026-07-24,30272.68
ORD003029,Debit Card,Paid,2026-06-18,47217.55
ORD003030,UPI,Paid,2025-01-17,29544.66
ORD003031,Debit Card,Paid,2026-08-30,14838
ORD003032,COD,Paid,2025-05-11,42893.51
ORD003033,Credit Card,Paid,2026-08-09,6808.57
ORD003034,Net Banking,Paid,2024-02-10,9543.79
ORD003035,Credit Card,Paid,2026-07-22,24951.2
ORD003036,UPI,Paid,2024-11-18,17950.87
ORD003037,UPI,Paid,2024-05-07,6588.22
ORD003038,UPI,Paid,2025-11-06,19435.53
ORD003039,Credit Card,Paid,2025-05-06,36298.07
ORD003040,Credit Card,Paid,2025-01-17,20880.29
ORD003041,Credit Card,Paid,2026-04-24,34763.83
ORD003042,Net Banking,Paid,2024-03-25,29927.17
ORD003043,UPI,Paid,2024-06-19,27536.35
ORD003044,UPI,Paid,2024-07-08,5313.89
ORD003045,Debit Card,Paid,2025-04-28,4790.98
ORD003046,Net Banking,Paid,2025-04-19,10847.88
ORD003047,Debit Card,Paid,2025-07-12,23721.98
ORD003048,UPI,Paid,2024-11-25,41313.62
ORD003049,Wallet,Paid,2024-06-23,9859.67
ORD003050,Credit Card,Paid,2024-04-29,32260.68
ORD003051,UPI,Paid,2024-03-09,32385.17
ORD003052,UPI,Paid,2024-02-19,2795.8
ORD003053,Net Banking,Paid,2024-11-10,9306.31
ORD003054,COD,Paid,2024-12-31,27484.06
ORD003055,Wallet,Paid,2026-05-23,37715.96
ORD003056,Wallet,Paid,2024-12-30,33929.44
ORD003057,COD,Paid,2024-07-23,1870.05
ORD003058,Debit Card,Paid,2024-12-07,11212.31
ORD003059,UPI,Paid,2024-05-08,29621.43
ORD003060,Debit Card,Paid,2025-12-06,46764.27
ORD003061,Credit Card,Paid,2024-07-06,18357.83
ORD003062,Debit Card,Paid,2026-06-30,1458.38
ORD003063,UPI,Paid,2024-06-28,26944.03
ORD003064,Net Banking,Paid,2025-07-22,48518.03
ORD003065,Credit Card,Paid,2024-05-06,20010.79
ORD003066,Credit Card,Refunded,2024-08-05,24854.84
ORD003067,Debit Card,Paid,2025-06-09,21805.88
ORD003068,UPI,Paid,2025-03-11,45493.43
ORD003069,Credit Card,Paid,2024-03-30,25508.79
ORD003070,UPI,Paid,2026-04-09,20592.48
ORD003071,Debit Card,Paid,2024-08-03,18406.04
ORD003072,COD,Paid,2025-01-21,37675.04
ORD003073,UPI,Paid,2025-08-25,48167.57
ORD003074,Credit Card,Paid,2024-02-20,13128.55
ORD003075,Wallet,Paid,2024-01-18,2342.35
ORD003076,UPI,Paid,2024-12-15,3553.01
ORD003077,Credit Card,Paid,2025-11-10,32215.49
ORD003078,Credit Card,Paid,2025-02-04,4845.47
ORD003079,Credit Card,Paid,2025-09-26,48574.27
ORD003080,COD,Paid,2026-06-17,46237.26
ORD003081,Credit Card,Paid,2025-12-29,46607.78
ORD003082,UPI,Paid,2026-01-30,6065.14
ORD003083,Debit Card,Paid,2025-03-27,4629.39
ORD003084,Credit Card,Paid,2025-11-09,48354.98
ORD003085,Credit Card,Paid,2025-10-16,43348.8
ORD003086,COD,Paid,2026-02-07,3919.99
ORD003087,Wallet,Paid,2024-12-03,11578.95
ORD003088,Credit Card,Failed,2025-05-23,26613.77
ORD003089,Debit Card,Paid,2024-03-25,46602.11
ORD003090,Wallet,Paid,2025-05-29,1102.66
ORD003091,COD,Paid,2024-03-24,13747.98
ORD003092,COD,Paid,2025-07-05,37247.7
ORD003093,Debit Card,Paid,2026-06-27,34694.77
ORD003094,UPI,Paid,2026-05-13,29500.87
ORD003095,Credit Card,Paid,2025-04-24,48512.08
ORD003096,UPI,Paid,2025-03-12,8673.46
ORD003097,Debit Card,Paid,2024-04-02,26528.53
ORD003098,UPI,Paid,2026-01-10,4217.91
ORD003099,Credit Card,Paid,2024-11-23,10314.74
ORD003100,Wallet,Paid,2024-05-04,49404.13
ORD003101,Debit Card,Refunded,2024-09-12,47016.46
ORD003102,UPI,Paid,2024-05-17,37231.71
ORD003103,Credit Card,Paid,2025-08-10,46865.49
ORD003104,UPI,Paid,2024-04-13,33237.52
ORD003105,Net Banking,Paid,2026-06-20,10022.29
ORD003106,Wallet,Paid,2024-03-13,12963.78
ORD003107,UPI,Paid,2024-07-29,34289.73
ORD003108,Debit Card,Paid,2024-08-11,31800.69
ORD003109,Debit Card,Paid,2024-08-02,2572.52
ORD003110,COD,Paid,2025-10-04,43548.45
ORD003111,Debit Card,Paid,2026-05-11,35721.69
ORD003112,Credit Card,Paid,2025-11-12,3402.65
ORD003113,Debit Card,Paid,2025-01-19,28176.87
ORD003114,Credit Card,Paid,2026-03-20,46084.12
ORD003115,Wallet,Paid,2025-11-26,5702.53
ORD003116,UPI,Paid,2025-04-27,43703.12
