order_id,shipping_mode,dispatch_date,delivery_date,shipping_cost
ORD002309,Standard,2026-03-06,2026-03-12,78.21
ORD002310,Express,2025-08-22,2025-08-28,168.68
ORD002311,Standard,2024-10-14,2024-10-22,70.38
ORD002312,Express,2025-06-09,2025-06-17,271.95
ORD002313,Standard,2025-10-12,2025-10-15,298.93
ORD002314,Express,2026-06-07,2026-06-13,284.47
ORD002315,Standard,2025-06-01,2025-06-07,37.21
ORD002316,Standard,2024-03-27,2024-04-03,128.77
ORD002317,Standard,2024-01-10,2024-01-11,213.55
ORD002318,Standard,2024-08-24,2024-08-30,147.2
ORD002319,Express,2026-04-26,2026-04-28,154.77
ORD002320,Express,2024-01-07,2024-01-08,348.03
ORD002321,Express,2025-10-13,2025-10-17,235.92
ORD002322,Standard,2024-11-09,2024-11-11,38.56
ORD002323,Express,2025-08-25,2025-08-28,324.55
ORD002324,Standard,2026-08-18,2026-08-20,149.49
ORD002325,Standard,2026-01-08,2026-01-11,61.96
ORD002326,Standard,2025-01-11,2025-01-17,169.78
ORD002327,Express,2024-10-22,2024-10-23,279.97
ORD002328,Standard,2026-04-14,2026-04-22,284.82
ORD002329,Express,2024-05-17,2024-05-22,143.3
ORD002330,Express,2026-06-19,2026-06-23,173.29
ORD002331,Express,2026-01-27,2026-01-30,284.44
ORD002332,Standard,2025-05-19,2025-05-23,100.23
ORD002333,Standard,2025-06-30,2025-07-08,271.83
ORD002334,Express,2025-11-15,2025-11-23,356.17
ORD002335,Standard,2025-04-23,2025-04-25,67.07
ORD002336,Express,2024-10-02,2024-10-10,216.09
ORD002337,Standard,2024-02-04,2024-02-09,204.05
ORD002338,Standard,2026-05-26,2026-06-03,45.44
ORD002339,Standard,2024-04-17,2024-04-24,264.9
ORD002340,Standard,2024-05-04,2024-05-10,50.94
ORD002341,Standard,2025-03-30,2025-04-06,97.62
ORD002342,Express,2026-05-09,2026-05-13,214.31
ORD002343,Standard,2025-08-05,2025-08-08,248.84
ORD002344,Express,2026-01-23,2026-01-26,354.9
ORD002345,Standard,2025-10-18,2025-10-23,232.43
ORD002346,Standard,2024-06-20,2024-06-21,241.42
ORD002347,Same Day,2025-08-17,2025-08-24,278.27
ORD002348,Express,2025-03-05,2025-03-11,265.69
ORD002349,Express,2026-06-24,2026-06-26,160.89
ORD002350,Express,2026-08-24,2026-08-29,151.03
ORD002351,Express,2026-04-11,2026-04-14,129.74
ORD002352,Express,2025-04-05,2025-04-06,181.67
ORD002353,Standard,2024-03-13,2024-03-16,193
ORD002354,Express,2025-04-25,2025-04-28,111.34
ORD002355,Express,2025-12-26,2026-01-01,199.66
ORD002356,Standard,2025-06-18,2025-06-20,105.4
ORD002357,Standard,2024-04-11,2024-04-12,127.9
ORD002358,Same Day,2026-06-04,2026-06-08,188.79
ORD002359,Standard,2024-09-29,2024-10-02,121.21
ORD002360,Same Day,2025-04-23,2025-04-28,330.58
ORD002361,Standard,2025-12-02,2025-12-06,292.59
ORD002362,Standard,2025-11-16,2025-11-20,53.53
ORD002363,Express,2026-08-06,2026-08-09,361.32
ORD002364,Express,2026-04-15,2026-04-17,241.33
ORD002365,Standard,2026-08-04,2026-08-05,244.91
ORD002366,Standard,2025-08-11,2025-08-12,83.51
ORD002367,Standard,2024-06-16,2024-06-17,253.5
ORD002368,Express,2024-04-07,2024-04-13,255.37
ORD002369,Express,2026-08-08,2026-08-11,351.8
ORD002370,Express,2024-10-13,2024-10-18,148.63
ORD002371,Standard,2024-01-09,2024-01-11,144.13
ORD002372,Standard,2025-08-31,2025-09-06,201.37
ORD002373,Express,2024-02-20,2024-02-25,286.53
ORD002374,Standard,2026-06-08,2026-06-10,131.71
ORD002375,Standard,2024-04-29,2024-05-01,293.62
ORD002376,Standard,2026-07-27,2026-07-30,158.8
ORD002377,Same Day,2024-05-21,2024-05-28,211.14
ORD002378,Standard,2026-08-15,2026-08-20,285.22
ORD002379,Express,2024-02-09,2024-02-14,106.26
ORD002380,Standard,2025-07-06,2025-07-14,277.96
ORD002381,Express,2026-04-11,2026-04-12,218.67
ORD002382,Express,2024-10-16,2024-10-22,283.4
ORD002383,Standard,2025-12-03,2025-12-05,110.43
ORD002384,Standard,2024-01-11,2024-01-16,54.53
ORD002385,Same Day,2024-10-23,2024-10-30,447.69
ORD002386,Standard,2025-12-21,2025-12-24,242.8
ORD002387,Express,2026-03-23,2026-03-25,252.98
ORD002388,Standard,2026-08-14,2026-08-21,162.99
ORD002389,Express,2026-03-11,2026-03-18,164.4
ORD002390,Standard,2025-04-12,2025-04-20,280.32
ORD002391,Standard,2025-07-18,2025-07-19,280.91
ORD002392,Standard,2024-05-15,2024-05-18,222.76
ORD002393,Standard,2026-02-01,2026-02-03,97.1
ORD002394,Standard,2025-03-11,2025-03-18,70.35
ORD002395,Same Day,2025-05-24,2025-05-27,436.6
ORD002396,Express,2026-01-08,2026-01-11,301.37
ORD002397,Standard,2024-08-24,2024-08-26,227.26
ORD002398,Express,2026-07-12,2026-07-17,149.89
ORD002399,Express,2026-04-29,2026-05-05,300.02
ORD002400,Standard,2024-09-15,2024-09-18,126.51
ORD002401,Same Day,2025-02-22,2025-02-25,444.14
ORD002402,Express,2025-03-10,2025-03-16,261.93
ORD002403,Express,2026-03-11,2026-03-15,179.91
ORD002404,Express,2024-09-10,2024-09-18,121.09
ORD002405,Standard,2024-09-16,2024-09-23,112.24
ORD002406,Standard,2026-03-01,2026-03-02,97.16
ORD002407,Standard,2024-01-29,2024-02-06,287.2
ORD002408,Express,2026-02-23,2026-02-25,358.99
ORD002409,Standard,2024-01-16,2024-01-23,38.53
ORD002410,Express,2024-04-21,2024-04-24,327.73
ORD002411,Standard,2024-12-17,2024-12-22,87.02
ORD002412,Express,2025-04-11,2025-04-19,137.51
ORD002413,Standard,2024-03-25,2024-04-01,219.21
ORD002414,Standard,2024-10-12,2024-10-19,203.42
ORD002415,Standard,2025-12-23,2025-12-24,237.91
ORD002416,Standard,2025-07-01,2025-07-09,252.33
ORD002417,Standard,2025-09-04,2025-09-06,249.76
ORD002418,Standard,2024-12-09,2024-12-13,292.51
ORD002419,Express,2025-09-16,2025-09-24,302.55
ORD002420,Express,2026-08-05,2026-08-06,178.96
ORD002421,Standard,2024-06-02,2024-06-06,94.81
ORD002422,Standard,2024-05-24,2024-05-30,224.76
ORD002423,Standard,2025-03-02,2025-03-07,109.88
ORD002424,Express,2024-01-28,2024-02-05,221.63
ORD002425,Same Day,2025-11-15,2025-11-18,288.83
ORD002426,Standard,2025-11-03,2025-11-08,45.15
ORD002427,Standard,2024-03-11,2024-03-15,295.91
ORD002428,Standard,2024-10-06,2024-10-09,225.47
ORD002429,Same Day,2024-03-10,2024-03-12,316.26
ORD002430,Standard,2025-05-29,2025-05-31,277.05
ORD002431,Standard,2026-04-24,2026-04-30,42.4
ORD002432,Express,2025-05-22,2025-05-29,239.1
ORD002433,Standard,2025-12-03,2025-12-07,182.44
ORD002434,Standard,2024-10-29,2024-10-31,65.89
ORD002435,Standard,2024-08-11,2024-08-17,268.3
ORD002436,Standard,2024-09-30,2024-10-04,213
ORD002437,Express,2024-07-09,2024-07-16,273.1
ORD002438,Express,2025-09-04,2025-09-07,348.72
ORD002439,Standard,2025-04-02,2025-04-10,118.96
ORD002440,Express,2026-06-25,2026-06-28,304.93
ORD002441,Standard,2024-08-09,2024-08-16,130.39
ORD002442,Standard,2026-05-17,2026-05-25,179.89
ORD002443,Express,2025-11-10,2025-11-15,321.56
ORD002444,Standard,2026-05-21,2026-05-28,221.35
ORD002445,Standard,2025-12-04,2025-12-11,128.75
ORD002446,Standard,2025-08-24,2025-08-25,149.36
ORD002447,Same Day,2025-04-01,2025-04-02,242.69
ORD002448,Express,2024-10-25,2024-10-29,336.88
ORD002449,Standard,2025-07-14,2025-07-15,234.31
ORD002450,Standard,2026-02-18,2026-02-24,207.95
ORD002451,Standard,2025-06-10,2025-06-15,277.61
ORD002452,Same Day,2025-03-26,2025-03-30,419.06
ORD002453,Standard,2025-07-10,2025-07-14,84.53
ORD002454,Same Day,2026-04-30,2026-05-06,369.5
ORD002455,Standard,2025-09-04,2025-09-11,236.52
ORD002456,Standard,2024-06-13,2024-06-16,121.94
ORD002457,Standard,2026-03-22,2026-03-28,227.6
ORD002458,Standard,2024-06-04,2024-06-09,251.12
ORD002459,Standard,2025-11-19,2025-11-21,76.79
ORD002460,Standard,2025-01-01,2025-01-05,266.79
ORD002461,Standard,2026-03-21,2026-03-28,75.86
ORD002462,Standard,2026-07-11,2026-07-12,221.41
ORD002463,Standard,2026-07-07,2026-07-13,259.91
ORD002464,Standard,2024-04-20,2024-04-25,170.09
ORD002465,Standard,2025-10-20,2025-10-26,168.64
ORD002466,Same Day,2026-08-07,2026-08-11,345.47
ORD002467,Standard,2025-01-29,2025-02-04,46.78
ORD002468,Express,2024-01-30,2024-02-01,175.45
ORD002469,Express,2024-01-14,2024-01-18,314.24
ORD002470,Standard,2026-08-14,2026-08-22,293.83
ORD002471,Standard,2024-10-10,2024-10-14,160.67
ORD002472,Standard,2026-03-21,2026-03-25,159.05
ORD002473,Standard,2024-08-23,2024-08-28,179.76
ORD002474,Standard,2025-05-07,2025-05-12,111.7
ORD002475,Standard,2025-08-14,2025-08-22,170.28
ORD002476,Same Day,2024-11-04,2024-11-07,226.48
ORD002477,Express,2026-02-14,2026-02-20,184.89
ORD002478,Standard,2026-04-17,2026-04-22,241.11
ORD002479,Standard,2024-04-23,2024-05-01,178.92
ORD002480,Same Day,2024-12-18,2024-12-22,237.47
ORD002481,Standard,2025-07-25,2025-07-27,40.6
ORD002482,Express,2024-01-25,2024-02-01,190.49
ORD002483,Standard,2025-05-23,2025-05-24,244.48
ORD002484,Standard,2025-10-29,2025-10-30,56.09
ORD002485,Standard,2026-03-18,2026-03-23,158.51
ORD002486,Standard,2026-01-30,2026-01-31,55.13
ORD002487,Standard,2025-06-14,2025-06-15,294.15
ORD002488,Standard,2025-07-14,2025-07-19,204.93
ORD002489,Standard,2026-06-07,2026-06-13,165.65
ORD002490,Standard,2024-03-25,2024-03-29,291.59
ORD002491,Standard,2026-03-18,2026-03-26,244.51
ORD002492,Express,2025-10-05,2025-10-11,123.69
ORD002493,Standard,2025-07-06,2025-07-11,42.84
ORD002494,Standard,2025-07-17,2025-07-19,119.2
ORD002495,Express,2025-12-07,2025-12-11,353.54
ORD002496,Express,2026-04-05,2026-04-06,213.71
ORD002497,Express,2025-11-28,2025-12-04,237.62
ORD002498,Standard,2025-01-05,2025-01-09,85.38
ORD002499,Standard,2024-12-27,2024-12-30,246.48
ORD002500,Standard,2024-03-05,2024-03-07,89.74
ORD002501,Same Day,2026-04-07,2026-04-11,223.38
ORD002502,Standard,2025-12-28,2025-12-30,173.98
ORD002503,Express,2025-09-07,2025-09-13,122.44
ORD002504,Express,2025-11-05,2025-11-10,152.72
ORD002505,Express,2025-08-19,2025-08-27,109.38
ORD002506,Standard,2025-01-21,2025-01-27,122.59
ORD002507,Standard,2025-03-22,2025-03-28,236.07
ORD002508,Standard,2024-09-28,2024-09-29,101.48
ORD002509,Standard,2025-03-12,2025-03-20,174.42
ORD002510,Standard,2024-02-02,2024-02-09,246.81
ORD002511,Express,2024-08-16,2024-08-17,328.84
ORD002512,Standard,2024-05-14,2024-05-15,75.52
ORD002513,Standard,2026-06-17,2026-06-25,262.99
ORD002514,Standard,2025-03-07,2025-03-10,200.85
ORD002515,Same Day,2024-12-09,2024-12-17,300.13
ORD002516,Express,2025-11-24,2025-11-28,270.03
ORD002517,Same Day,2024-10-31,2024-11-02,413.55
ORD002518,Standard,2026-06-23,2026-06-26,77.05
ORD002519,Express,2026-02-23,2026-02-24,107.93
ORD002520,Standard,2024-07-01,2024-07-03,236.02
ORD002521,Express,2026-05-24,2026-05-28,295.41
ORD002522,Standard,2025-10-18,2025-10-20,217.73
ORD002523,Standard,2025-07-05,2025-07-07,207.03
ORD002524,Standard,2025-05-09,2025-05-10,275.45
ORD002525,Express,2024-06-27,2024-06-29,123.84
ORD002526,Standard,2026-03-17,2026-03-20,282.32
ORD002527,Standard,2026-01-06,2026-01-08,222.53
ORD002528,Standard,2025-03-14,2025-03-18,173.78
ORD002529,Standard,2024-07-28,2024-08-02,37.03
ORD002530,Standard,2024-12-18,2024-12-25,199.79
ORD002531,Express,2026-06-09,2026-06-11,291.07
ORD002532,Express,2025-10-15,2025-10-17,229.11
ORD002533,Express,2024-11-15,2024-11-17,225.99
ORD002534,Same Day,2025-06-02,2025-06-10,401.43
ORD002535,Standard,2026-09-02,2026-09-07,298.29
ORD002536,Standard,2024-11-10,2024-11-14,286.09
ORD002537,Same Day,2026-06-12,2026-06-15,262.64
ORD002538,Standard,2024-07-18,2024-07-20,289.55
ORD002539,Express,2025-07-06,2025-07-14,351.03
ORD002540,Express,2024-03-28,2024-04-02,330.42
ORD002541,Standard,2024-09-07,2024-09-13,72.92
ORD002542,Standard,2024-06-24,2024-06-30,109.15
ORD002543,Standard,2025-12-03,2025-12-10,119.56
ORD002544,Standard,2024-01-16,2024-01-19,142.43
ORD002545,Express,2025-02-01,2025-02-03,162.85
ORD002546,Express,2024-07-19,2024-07-22,146.37
ORD002547,Standard,2024-12-01,2024-12-09,218.64
ORD002548,Standard,2024-08-25,2024-08-29,293.93
ORD002549,Express,2026-05-30,2026-06-07,111.96
ORD002550,Express,2025-05-03,2025-05-05,175.94
ORD002551,Standard,2024-12-21,2024-12-26,172.94
ORD002552,Standard,2025-01-05,2025-01-11,70.73
ORD002553,Express,2026-04-21,2026-04-27,137.93
ORD002554,Express,2025-09-28,2025-10-01,224.39
ORD002555,Express,2025-10-20,2025-10-24,269.29
ORD002556,Standard,2025-04-13,2025-04-15,285.59
ORD002557,Express,2025-02-01,2025-02-09,166
ORD002558,Standard,2026-03-09,2026-03-17,227.98
ORD002559,Standard,2024-11-11,2024-11-12,201.54
ORD002560,Standard,2024-04-20,2024-04-26,171.33
ORD002561,Standard,2024-08-29,2024-09-05,208.99
ORD002562,Standard,2025-07-08,2025-07-15,105.62
ORD002563,Express,2024-07-29,2024-08-03,281.42
ORD002564,Express,2024-09-01,2024-09-08,182.23
ORD002565,Standard,2025-10-24,2025-10-31,122.42
ORD002566,Same Day,2026-08-26,2026-08-30,436.29
ORD002567,Standard,2026-08-06,2026-08-10,276.08
ORD002568,Standard,2024-06-01,2024-06-07,41.33
ORD002569,Same Day,2024-07-01,2024-07-07,295.43
ORD002570,Standard,2025-03-22,2025-03-28,207.98
ORD002571,Standard,2025-10-11,2025-10-15,115.22
ORD002572,Express,2024-05-07,2024-05-15,108.07
ORD002573,Express,2025-01-29,2025-02-01,231.17
ORD002574,Standard,2025-07-21,2025-07-23,52.27
ORD002575,Same Day,2024-03-31,2024-04-08,253.55
ORD002576,Standard,2026-03-13,2026-03-15,238.49
ORD002577,Standard,2026-06-07,2026-06-11,274.11
ORD002578,Standard,2024-07-25,2024-07-29,150.2
ORD002579,Express,2024-01-07,2024-01-08,149.73
ORD002580,Standard,2026-02-01,2026-02-06,215.62
ORD002581,Same Day,2025-12-09,2025-12-14,288.69
ORD002582,Standard,2025-03-11,2025-03-13,118.95
ORD002583,Express,2026-07-28,2026-08-02,230.2
ORD002584,Standard,2026-05-12,2026-05-15,119.91
ORD002585,Standard,2024-11-29,2024-12-07,59.5
ORD002586,Standard,2024-10-04,2024-10-09,40.82
ORD002587,Standard,2025-07-30,2025-08-07,197.85
ORD002588,Standard,2024-05-26,2024-05-28,113.7
ORD002589,Express,2024-06-14,2024-06-15,244.85
ORD002590,Standard,2025-07-07,2025-07-13,154.26
ORD002591,Standard,2024-05-02,2024-05-09,112.49
ORD002592,Standard,2026-03-14,2026-03-15,174.19
ORD002593,Standard,2024-07-06,2024-07-12,70.41
ORD002594,Standard,2025-01-24,2025-01-30,187.78
ORD002595,Standard,2024-03-31,2024-04-08,291.6
ORD002596,Standard,2025-04-12,2025-04-13,270.06
ORD002597,Same Day,2024-01-17,2024-01-25,201.29
ORD002598,Standard,2026-08-27,2026-09-03,229.67
ORD002599,Standard,2025-04-19,2025-04-22,185.63
ORD002600,Express,2025-04-17,2025-04-24,230.66
ORD002601,Standard,2024-05-23,2024-05-30,249.75
ORD002602,Standard,2024-04-10,2024-04-15,146.38
ORD002603,Express,2024-10-15,2024-10-23,314.05
ORD002604,Standard,2025-03-24,2025-03-28,100.42
ORD002605,Standard,2024-12-09,2024-12-10,211.32
ORD002606,Standard,2026-06-24,2026-07-02,273.17
ORD002607,Standard,2024-04-18,2024-04-26,105.01
ORD002608,Express,2026-05-06,2026-05-10,181.2
ORD002609,Standard,2026-05-17,2026-05-23,84.54
ORD002610,Standard,2026-05-01,2026-05-03,136.43
ORD002611,Standard,2024-03-08,2024-03-12,97.31
ORD002612,Standard,2024-10-09,2024-10-14,173.72
ORD002613,Standard,2026-05-18,2026-05-24,162.44
ORD002614,Standard,2025-09-19,2025-09-20,203.79
ORD002615,Express,2024-03-01,2024-03-07,198
ORD002616,Express,2025-06-16,2025-06-20,266.71
ORD002617,Express,2024-04-05,2024-04-10,257.82
ORD002618,Standard,2025-07-10,2025-07-13,43.4
ORD002619,Standard,2026-08-25,2026-08-31,294.85
ORD002620,Standard,2024-04-29,2024-04-30,71.4
ORD002621,Express,2025-04-22,2025-04-24,189.58
ORD002622,Express,2025-03-15,2025-03-19,353.86
ORD002623,Standard,2026-08-30,2026-08-31,263.39
ORD002624,Standard,2024-02-04,2024-02-09,53.57
ORD002625,Standard,2024-01-17,2024-01-24,219.94
ORD002626,Same Day,2025-11-01,2025-11-05,194.65
ORD002627,Standard,2025-12-31,2026-01-02,169.55
ORD002628,Standard,2026-03-29,2026-04-01,193.41
ORD002629,Express,2024-08-08,2024-08-13,252.27
ORD002630,Express,2025-04-29,2025-05-03,196.18
ORD002631,Standard,2026-03-25,2026-03-30,278.73
ORD002632,Same Day,2024-11-15,2024-11-23,207.68
ORD002633,Standard,2024-03-14,2024-03-20,223.27
ORD002634,Express,2025-07-31,2025-08-01,253.09
ORD002635,Standard,2024-11-01,2024-11-09,198.57
ORD002636,Standard,2025-03-25,2025-03-30,230.63
ORD002637,Express,2026-06-12,2026-06-13,139.77
ORD002638,Standard,2025-07-15,2025-07-17,66.43
ORD002639,Standard,2025-07-18,2025-07-22,99.61
ORD002640,Standard,2026-08-12,2026-08-18,219.25
ORD002641,Standard,2024-11-23,2024-11-25,158.18
ORD002642,Express,2026-05-21,2026-05-22,171.25
ORD002643,Standard,2024-12-09,2024-12-14,41.74
ORD002644,Standard,2024-02-22,2024-02-23,150.74
ORD002645,Standard,2025-01-10,2025-01-13,53.53
ORD002646,Standard,2024-01-11,2024-01-16,281.95
ORD002647,Standard,2024-04-21,2024-04-28,228.85
ORD002648,Express,2025-11-15,2025-11-23,301.62
ORD002649,Standard,2024-04-13,2024-04-18,93.86
ORD002650,Express,2025-12-06,2025-12-10,265.2
ORD002651,Express,2025-04-01,2025-04-07,291.59
ORD002652,Express,2024-01-26,2024-02-02,149.08
ORD002653,Standard,2026-04-19,2026-04-25,271.36
ORD002654,Express,2024-01-02,2024-01-03,249.2
ORD002655,Standard,2026-03-16,2026-03-17,38.29
ORD002656,Express,2026-06-02,2026-06-07,107.44
ORD002657,Express,2024-11-25,2024-12-02,201.94
ORD002658,Express,2026-07-18,2026-07-20,366.35
ORD002659,Standard,2024-09-24,2024-09-26,104.01
ORD002660,Express,2024-10-17,2024-10-20,172.3
ORD002661,Standard,2025-12-25,2025-12-29,242.26
ORD002662,Standard,2026-08-13,2026-08-17,41.19
ORD002663,Standard,2024-02-01,2024-02-07,180.59
ORD002664,Standard,2025-02-08,2025-02-15,257.15
ORD002665,Standard,2026-03-05,2026-03-08,219.02
ORD002666,Standard,2024-10-12,2024-10-17,188.2
ORD002667,Express,2024-02-18,2024-02-24,305.06
ORD002668,Express,2024-03-17,2024-03-20,336.05
ORD002669,Standard,2024-08-15,2024-08-16,52.17
ORD002670,Standard,2025-07-13,2025-07-17,283.73
ORD002671,Standard,2025-12-04,2025-12-07,256.3
ORD002672,Express,2024-02-07,2024-02-10,289.2
ORD002673,Express,2024-01-17,2024-01-23,269.22
ORD002674,Standard,2026-04-25,2026-04-29,227.06
ORD002675,Standard,2025-05-06,2025-05-14,192.3
ORD002676,Standard,2025-05-06,2025-05-07,55.49
ORD002677,Standard,2024-08-13,2024-08-19,164.91
ORD002678,Standard,2025-01-19,2025-01-20,73.87
ORD002679,Express,2026-02-18,2026-02-26,330.69
ORD002680,Express,2024-12-24,2024-12-28,316.27
ORD002681,Express,2024-09-21,2024-09-23,313.5
ORD002682,Standard,2025-07-05,2025-07-08,99.26
ORD002683,Standard,2026-08-29,2026-09-03,73.14
ORD002684,Standard,2024-11-14,2024-11-16,71.05
ORD002685,Express,2024-02-05,2024-02-06,295.56
ORD002686,Standard,2025-11-27,2025-12-05,73.07
ORD002687,Standard,2025-07-10,2025-07-14,210.21
ORD002688,Standard,2024-06-06,2024-06-08,106.19
ORD002689,Express,2024-05-20,2024-05-24,303.13
ORD002690,Same Day,2026-08-04,2026-08-06,300.8
ORD002691,Express,2026-03-20,2026-03-25,127.77
ORD002692,Express,2024-04-01,2024-04-08,325.74
ORD002693,Same Day,2024-06-22,2024-06-23,222.7
ORD002694,Express,2025-11-19,2025-11-21,257.41
ORD002695,Express,2025-01-14,2025-01-21,128.42
ORD002696,Standard,2025-04-20,2025-04-24,269.89
ORD002697,Standard,2024-04-29,2024-05-05,86.92
ORD002698,Express,2026-02-09,2026-02-10,273.52
ORD002699,Standard,2024-06-22,2024-06-25,259.69
ORD002700,Standard,2024-03-11,2024-03-19,247.84
ORD002701,Express,2025-08-10,2025-08-12,301.94
ORD002702,Standard,2025-03-21,2025-03-25,297.5
ORD002703,Standard,2025-01-18,2025-01-26,226
ORD002704,Express,2024-11-18,2024-11-25,114.97
ORD002705,Express,2025-12-22,2025-12-24,329.89
ORD002706,Standard,2026-02-09,2026-02-12,79.44
ORD002707,Standard,2025-12-20,2025-12-25,92.71
ORD002708,Express,2024-06-10,2024-06-17,289.92
ORD002709,Standard,2025-06-06,2025-06-12,201.95
ORD002710,Same Day,2025-11-07,2025-11-09,294.24
ORD002711,Standard,2025-05-06,2025-05-12,228.71
ORD002712,Express,2024-10-29,2024-10-30,294.37
ORD002713,Express,2024-05-20,2024-05-21,291.67
ORD002714,Standard,2024-10-14,2024-10-19,256.69
ORD002715,Standard,2026-02-06,2026-02-10,274.85
ORD002716,Express,2025-08-15,2025-08-22,158.31
ORD002717,Standard,2026-01-23,2026-01-26,223.27
ORD002718,Standard,2024-10-12,2024-10-17,291.63
ORD002719,Standard,2025-05-27,2025-05-30,257.69
ORD002720,Standard,2024-09-08,2024-09-10,252.88
ORD002721,Standard,2024-05-16,2024-05-19,258.1
ORD002722,Standard,2024-09-18,2024-09-19,182.58
ORD002723,Express,2024-12-19,2024-12-21,213.76
ORD002724,Standard,2025-02-12,2025-02-17,294.58
ORD002725,Same Day,2024-03-14,2024-03-22,295.7
ORD002726,Standard,2025-12-02,2025-12-10,162.29
ORD002727,Standard,2026-06-02,2026-06-03,107
ORD002728,Express,2026-08-27,2026-09-01,235.81
ORD002729,Standard,2026-04-23,2026-04-25,245.84
ORD002730,Standard,2025-08-07,2025-08-13,101.62
ORD002731,Express,2025-05-16,2025-05-22,304.41
ORD002732,Standard,2025-01-14,2025-01-17,226.69
ORD002733,Express,2026-02-12,2026-02-13,292.2
ORD002734,Express,2024-03-30,2024-04-07,183.07
ORD002735,Standard,2024-11-07,2024-11-10,119.9
ORD002736,Standard,2025-11-03,2025-11-06,185.9
ORD002737,Express,2025-12-03,2025-12-05,254.12
ORD002738,Standard,2025-03-03,2025-03-10,103.37
ORD002739,Express,2025-04-12,2025-04-14,141.79
ORD002740,Express,2026-06-25,2026-06-26,190.58
ORD002741,Express,2026-03-17,2026-03-18,313.18
ORD002742,Standard,2026-08-23,2026-08-27,288.93
ORD002743,Express,2025-11-27,2025-12-05,226.74
ORD002744,Standard,2025-07-02,2025-07-06,299.29
ORD002745,Express,2024-04-13,2024-04-17,366.09
ORD002746,Standard,2026-04-23,2026-04-28,263.94
ORD002747,Standard,2024-08-15,2024-08-23,233.17
ORD002748,Express,2026-01-09,2026-01-16,171.55
ORD002749,Express,2025-01-12,2025-01-19,241.52
ORD002750,Express,2026-08-31,2026-09-03,232.26
ORD002751,Standard,2024-03-21,2024-03-28,49.84
ORD002752,Standard,2025-05-29,2025-06-04,124.26
ORD002753,Standard,2026-06-06,2026-06-08,256.79
ORD002754,Standard,2025-11-24,2025-11-30,40.69
ORD002755,Standard,2026-01-01,2026-01-03,105.83
ORD002756,Express,2024-12-12,2024-12-13,196.24
ORD002757,Express,2025-04-29,2025-05-06,185.84
ORD002758,Express,2025-06-01,2025-06-03,114.1
ORD002759,Standard,2024-10-17,2024-10-25,242.24
ORD002760,Standard,2025-07-04,2025-07-10,257.41
ORD002761,Same Day,2026-07-30,2026-08-05,341.14
ORD002762,Standard,2025-02-13,2025-02-20,40.74
ORD002763,Express,2025-02-12,2025-02-20,226.45
ORD002764,Standard,2024-09-05,2024-09-13,141.47
ORD002765,Express,2025-01-13,2025-01-18,296.75
ORD002766,Standard,2024-10-20,2024-10-22,141.07
ORD002767,Standard,2025-08-23,2025-08-27,292.65
ORD002768,Express,2026-04-17,2026-04-25,195.09
ORD002769,Express,2026-01-07,2026-01-13,360.71
ORD002770,Standard,2025-04-15,2025-04-18,263.66
ORD002771,Standard,2024-02-02,2024-02-08,114.35
ORD002772,Same Day,2025-06-28,2025-07-02,257.5
ORD002773,Standard,2025-01-14,2025-01-17,206.4
ORD002774,Standard,2024-11-22,2024-11-23,140.27
ORD002775,Standard,2026-01-28,2026-02-03,222.64
ORD002776,Express,2024-09-25,2024-10-02,105.02
ORD002777,Express,2024-02-22,2024-03-01,282.05
ORD002778,Express,2025-10-26,2025-11-03,292.52
ORD002779,Standard,2026-01-30,2026-02-06,127.1
ORD002780,Express,2025-08-16,2025-08-24,126.63
ORD002781,Standard,2025-04-26,2025-05-04,109.92
ORD002782,Standard,2024-02-19,2024-02-21,209.17
ORD002783,Standard,2024-03-08,2024-03-12,263.73
ORD002784,Standard,2025-11-08,2025-11-16,43.85
ORD002785,Standard,2025-12-02,2025-12-07,236.05
ORD002786,Express,2025-04-21,2025-04-23,200.31
ORD002787,Express,2025-08-11,2025-08-13,170.12
ORD002788,Standard,2026-04-08,2026-04-09,66.74
ORD002789,Express,2024-05-06,2024-05-10,225.29
ORD002790,Express,2025-06-15,2025-06-16,351.05
ORD002791,Standard,2024-07-12,2024-07-19,54.51
ORD002792,Standard,2024-12-19,2024-12-26,74.88
ORD002793,Standard,2026-07-06,2026-07-07,257.42
ORD002794,Express,2025-12-12,2025-12-18,315.73
ORD002795,Express,2025-09-11,2025-09-12,166.92
ORD002796,Standard,2025-12-12,2025-12-19,254.48
ORD002797,Standard,2025-03-14,2025-03-18,193.34
ORD002798,Standard,2024-04-05,2024-04-06,152.72
ORD002799,Express,2025-02-05,2025-02-11,122.69
ORD002800,Standard,2024-06-14,2024-06-19,177.25
ORD002801,Express,2024-06-11,2024-06-19,213.4
ORD002802,Express,2025-07-22,2025-07-30,161.16
ORD002803,Express,2024-07-08,2024-07-15,315.7
ORD002804,Express,2025-10-09,2025-10-11,232.37
ORD002805,Standard,2024-09-23,2024-09-29,40.9
ORD002806,Express,2024-05-15,2024-05-17,119.86
ORD002807,Standard,2025-12-09,2025-12-10,153.77
ORD002808,Standard,2024-01-19,2024-01-20,147.21
ORD002809,Standard,2024-12-23,2024-12-31,47.64
ORD002810,Standard,2026-01-07,2026-01-10,211.29
ORD002811,Express,2025-01-24,2025-01-29,271.41
ORD002812,Standard,2024-08-06,2024-08-14,192.28
